Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R6,Anthropometric Measures and Functioning,paired,hantstat/kantstat,z_hantstat,"R6 Was the Anthropometric and Functioning Module completed by participant alone, with help, or by proxy?",module=janthro
R6,Anthropometric Measures and Functioning,paired,hantrel/kantrel,z_hantrel,R6 Relationship of Anthropometric and Functioning Module helper or proxy to participant,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx450re/kx450re,z_hx450re,R6 Flag for whether R participated in the physical measures,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx451re/kx451re,z_hx451re,R6 Height Report Flag,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx452re/kx452re,z_hx452re,R6 Height in inches,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx453re/kx453re,z_hx453re,R6 What was R wearing on their feet during the Height Measurement?,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx454re/kx454re,z_hx454re,R6 Weight Report Flag,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx455re/kx455re,z_hx455re,R6 Weight in Pounds,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx456re/kx456re,z_hx456re,R6 What was R wearing on their feet during the Weight Measurement?,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx457re/kx457re,z_hx457re,R6 Waist measurement at navel,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx458re/kx458re,z_hx458re,R6 Waist measurement at narrowest,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx459re/kx459re,z_hx459re,R6 Hip measurement,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx460re/kx460re,z_hx460re,R6 Was a photograph of the participant taken?,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx461re/kx461re,z_hx461re,R6 First peak flow measure,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx462re/kx462re,z_hx462re,R6 Second peak flow measure,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx463re/kx463re,z_hx463re,R6 Third peak flow measure,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx464re/kx464re,z_hx464re,R6 Position for peak flow measure,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx465re/kx465re,z_hx465re,R6 Chair Rise in seconds,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx466re/kx466re,z_hx466re,R6 Type of seat on chair,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx467re/kx467re,z_hx467re,R6 Height of chair in inches,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx468re/kx468re,z_hx468re,R6 Dominant hand,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx469re/kx469re,z_hx469re,R6 Hand used for Grip Strength Test,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx470re/kx470re,z_hx470re,R6 First Grip Strength measurement,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx471re/kx471re,z_hx471re,R6 Second Grip Strength measurement,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx472re/kx472re,z_hx472re,R6 First Walking speed,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx473re/kx473re,z_hx473re,R6 Second Walking speed,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx474re/kx474re,z_hx474re,R6 Aid used in walking speed,module=janthro
R6,Anthropometric Measures and Functioning,paired,hx475re/kx475re,z_hx475re,R6 Asymmetry in arm or leg movement,module=janthro
R6,Alcohol Use,paired,halcstat/kalcstat,z_halcstat,"R6 Was the Alcohol Module completed by Participant alone, with help, or by proxy?",module=jalc
R6,Alcohol Use,paired,halcrel/kalcrel,z_halcrel,R6 Relationship of Alcohol Module helper or proxy to Participant.,module=jalc
R6,Alcohol Use,paired,hu101re/ku101re,z_hu101re,R6 Random 80% sample for additional alcohol related questions.,module=jalc
R6,Alcohol Use,paired,hu025re/ku025re,z_hu025re,"R6 Have you ever drunk alcoholic beverages, such as beer, wine, liquor, or mixed alcoholic drinks?",module=jalc
R6,Alcohol Use,paired,hu043re/ku043re,z_hu043re,R6 Is there a specific reason why you have refrained from using alcohol?,module=jalc
R6,Alcohol Use,paired,hu026re/ku026re,z_hu026re,"R6 During the last month, on how many days did you drink any alcoholic beverages, such as beer, wine, or liquor?",module=jalc
R6,Alcohol Use,paired,hu027re/ku027re,z_hu027re,R6 About how many drinks did you have on average on those days?,module=jalc
R6,Alcohol Use,paired,hu028re/ku028re,z_hu028re,R6 Total number of drinks the participant had in the last month.,module=jalc
R6,Alcohol Use,paired,hu044re/ku044re,z_hu044re,R6 In the past month how many times did you have 3 or more drinks on the same occasion?,module=jalc
R6,Alcohol Use,paired,hu045re/ku045re,z_hu045re,R6 Would you say that this happened at least once (if did not answer having >= 3 drinks on the same occasion in the past month)?,module=jalc
R6,Alcohol Use,paired,hu029re/ku029re,z_hu029re,"R6 In the past month, how many times did you have 5 or more drinks on the same occasion?",module=jalc
R6,Alcohol Use,paired,hu046re/ku046re,z_hu046re,R6 Would you say that this happened at least once (if did not answer having >= 5 drinks on the same occasion in the past month)?,module=jalc
R6,Alcohol Use,paired,hu047re/ku047re,z_hu047re,"R6 Would you say that the past month has been typical in terms of your drinking, or do you normally drink more or less?",module=jalc
R6,Alcohol Use,paired,hu048re/ku048re,z_hu048re,"R6 Since we last talked to you, have you changed how much you typically drink?",module=jalc
R6,Alcohol Use,paired,hu049re/ku049re,z_hu049re,R6 Did respondent give a reason for changes in how much the participant drinks?,module=jalc
R6,Alcohol Use,paired,hu049are/ku049are,z_hu049are,R6 First reason for changing how much participant drinks since last interview,module=jalc
R6,Alcohol Use,paired,hu049bre/ku049bre,z_hu049bre,R6 Second reason for changing how much participant drinks since last interview,module=jalc
R6,Alcohol Use,paired,hu049cre/ku049cre,z_hu049cre,R6 Third reason for changing how much participant drinks since last interview,module=jalc
R6,Alcohol Use,paired,hu034rec/ku034rec,z_hu034rec,R6 Alcohol symptom count replicated from 199x and 200x.,module=jalc
R6,Alcohol Use,paired,hua34re/kua34re,z_hua34re,R6 Number of valid alcohol symptoms used to create z_hu034rec,module=jalc
R6,Alcohol Use,paired,hu030re/ku030re,z_hu030re,R6 At any time in your life have you felt bad or guilty about drinking?,module=jalc
R6,Alcohol Use,paired,hu031re/ku031re,z_hu031re,R6 At any time in your life have people annoyed you by criticizing your drinking?,module=jalc
R6,Alcohol Use,paired,hu032re/ku032re,z_hu032re,R6 Has your drinking caused a problem for you at work?,module=jalc
R6,Alcohol Use,paired,hu033re/ku033re,z_hu033re,R6 Has your drinking created problems between you and your family?,module=jalc
R6,Alcohol Use,paired,hu035re/ku035re,z_hu035re,"R6 Have you gone to anyone for help about drinking, that is, about your drinking or anyone else's?",module=jalc
R6,Alcohol Use,paired,hu036re/ku036re,z_hu036re,R6 Was that about your drinking or someone else's drinking?,module=jalc
R6,Alcohol Use,paired,hu037re/ku037re,z_hu037re,"R6 When you were growing up, that is during your first 18 years, did you live with anyone who was a problem drinker or alcoholic (asked only if reported living with a problem drinker while growing up in any of the previous interviews)?",module=jalc
R6,Alcohol Use,paired,hu050re/ku050re,z_hu050re,R6 What was this person's relationship to you (the problem drink participant lived with while growing up?,module=jalc
R6,Alcohol Use,paired,hu050are/ku050are,z_hu050are,R6 Relationship of the first additional problem drinker participant lived with while growing up (if multiple persons were mentioned in HU050RE),module=jalc
R6,Alcohol Use,paired,hu050bre/ku050bre,z_hu050bre,R6 Relationship of the second additional problem drinker participant lived with while growing up (if multiple persons were mentioned),module=jalc
R6,Alcohol Use,paired,hu050cre/ku050cre,z_hu050cre,R6 Relationship of the third additional problem drinker participant lived with while growing up (if multiple persons were mentioned),module=jalc
R6,Alcohol Use,paired,hu051re/ku051re,z_hu051re,R6 Is that on your mother's side or father's side?,module=jalc
R6,Alcohol Use,paired,hu052re/ku052re,z_hu052re,R6 Is this person a biological aunt/uncle/relative?,module=jalc
R6,Alcohol Use,paired,hu038re/ku038re,z_hu038re,"R6 Have you ever been married to, or lived with someone who was a problem drinker or alcoholic other than when you were growing up?",module=jalc
R6,Alcohol Use,paired,hu053re/ku053re,z_hu053re,R6 What was this person's relationship to you (if ever living with or married to a problem drinker)?,module=jalc
R6,Alcohol Use,paired,hu053are/ku053are,z_hu053are,R6 Relationship of the first additional problem drinker participant married to or lived with other than while growing up (if multiple persons were mentioned),module=jalc
R6,Alcohol Use,paired,hu053bre/ku053bre,z_hu053bre,R6 Relationship of the second additional problem drinker participant married to or lived with other than while growing up (if multiple persons were mentioned),module=jalc
R6,Alcohol Use,paired,hu053cre/ku053cre,z_hu053cre,R6 Relationship of the third additional problem drinker participant married to or lived with other than while growing up (if multiple persons were mentioned),module=jalc
R6,Alcohol Use,paired,hu039re/ku039re,z_hu039re,"R6 In your lifetime, did you need to drink more in order to get the same effect that you did when you first started drinking?",module=jalc
R6,Alcohol Use,paired,hu040re/ku040re,z_hu040re,"R6 In your lifetime, have you tried to reduce or stop drinking alcohol but failed?",module=jalc
R6,Alcohol Use,paired,hu041re/ku041re,z_hu041re,"R6 In your lifetime, did you spend less time working, enjoying hobbies, or being with others because of your drinking?",module=jalc
R6,Alcohol Use,paired,hu042re/ku042re,z_hu042re,"R6 In your lifetime, have you continued to drink even though you knew that the drinking caused your health or mental problems?",module=jalc
R6,Depression,paired,hdepstat/kdepstat,z_hdepstat,"R6 Was the Depression Module completed by Participant alone, with help, or by proxy?",module=jdepr
R6,Depression,paired,hdeprel/kdeprel,z_hdeprel,R6 Relationship of Depression Module helper or proxy to Participant.,module=jdepr
R6,Depression,paired,hu001re/ku001re,z_hu001re,R6 Random 80 percent sample for depression section,module=jdepr
R6,Depression,paired,hu002re/ku002re,z_hu002re,"R6 Since last interview has Participant had a time lasting two weeks or more when nearly every day they felt sad, blue, depressed, or when they lost interest in most things like work, hobbies, or things they usually liked to do for fun?",module=jdepr
R6,Depression,paired,hu003re/ku003re,z_hu003re,"R6 Were Participant's experiences with depression always caused by alcohol, drugs, medications, or physical illness?",module=jdepr
R6,Depression,paired,hu003rea/ku003rea,z_hu003rea,R6 Was Participant's depression caused by alcohol?,module=jdepr
R6,Depression,paired,hu003reb/ku003reb,z_hu003reb,R6 Was Participant's depression caused by drugs?,module=jdepr
R6,Depression,paired,hu003rec/ku003rec,z_hu003rec,R6 Was Participant's depression caused by medication?,module=jdepr
